row_id,row_name,date,items
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-10-01,5583
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-10-01,5027
W2U3Z,NHS NORTH WEST LONDON CCG,2018-10-01,19822
X2C4Y,NHS KIRKLEES CCG,2018-10-01,6277
00L,NHS NORTHUMBERLAND CCG,2018-11-01,4514
00N,NHS SOUTH TYNESIDE CCG,2018-11-01,2605
00P,NHS SUNDERLAND CCG,2018-11-01,6185
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-11-01,2025
00R,NHS BLACKPOOL CCG,2018-11-01,1834
00T,NHS BOLTON CCG,2018-11-01,4447
00V,NHS BURY CCG,2018-11-01,2439
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-11-01,1985
00Y,NHS OLDHAM CCG,2018-11-01,3579
01A,NHS EAST LANCASHIRE CCG,2018-11-01,4124
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-11-01,3274
01E,NHS GREATER PRESTON CCG,2018-11-01,2729
01F,NHS HALTON CCG,2018-11-01,2385
01G,NHS SALFORD CCG,2018-11-01,4080
01H,NHS NORTH CUMBRIA CCG,2018-11-01,3590
01J,NHS KNOWSLEY CCG,2018-11-01,3244
01K,NHS MORECAMBE BAY CCG,2018-11-01,3741
01T,NHS SOUTH SEFTON CCG,2018-11-01,2743
01V,NHS SOUTHPORT AND FORMBY CCG,2018-11-01,1929
01W,NHS STOCKPORT CCG,2018-11-01,3756
01X,NHS ST HELENS CCG,2018-11-01,4169
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-11-01,2664
02A,NHS TRAFFORD CCG,2018-11-01,4153
02E,NHS WARRINGTON CCG,2018-11-01,2820
02G,NHS WEST LANCASHIRE CCG,2018-11-01,1550
02H,NHS WIGAN BOROUGH CCG,2018-11-01,4766
02M,NHS FYLDE AND WYRE CCG,2018-11-01,2346
02P,NHS BARNSLEY CCG,2018-11-01,4621
02Q,NHS BASSETLAW CCG,2018-11-01,1788
02T,NHS CALDERDALE CCG,2018-11-01,2810
02X,NHS DONCASTER CCG,2018-11-01,3735
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-11-01,2938
03F,NHS HULL CCG,2018-11-01,3349
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-11-01,1725
03K,NHS NORTH LINCOLNSHIRE CCG,2018-11-01,2351
03L,NHS ROTHERHAM CCG,2018-11-01,2703
03N,NHS SHEFFIELD CCG,2018-11-01,7185
03Q,NHS VALE OF YORK CCG,2018-11-01,3573
03R,NHS WAKEFIELD CCG,2018-11-01,5111
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-11-01,3087
04C,NHS LEICESTER CITY CCG,2018-11-01,3125
04V,NHS WEST LEICESTERSHIRE CCG,2018-11-01,3861
04Y,NHS CANNOCK CHASE CCG,2018-11-01,1676
05D,NHS EAST STAFFORDSHIRE CCG,2018-11-01,1176
05G,NHS NORTH STAFFORDSHIRE CCG,2018-11-01,1976
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-11-01,3048
05V,NHS STAFFORD AND SURROUNDS CCG,2018-11-01,1538
05W,NHS STOKE ON TRENT CCG,2018-11-01,3123
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-11-01,8068
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-11-01,4299
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-11-01,4804
06N,NHS HERTS VALLEYS CCG,2018-11-01,3436
06Q,NHS MID ESSEX CCG,2018-11-01,5281
06T,NHS NORTH EAST ESSEX CCG,2018-11-01,6376
07G,NHS THURROCK CCG,2018-11-01,1535
07H,NHS WEST ESSEX CCG,2018-11-01,2462
07K,NHS WEST SUFFOLK CCG,2018-11-01,3014
09D,NHS BRIGHTON AND HOVE CCG,2018-11-01,3552
10Q,NHS OXFORDSHIRE CCG,2018-11-01,4503
10R,NHS PORTSMOUTH CCG,2018-11-01,2047
11J,NHS DORSET CCG,2018-11-01,5403
11M,NHS GLOUCESTERSHIRE CCG,2018-11-01,7629
11N,NHS KERNOW CCG,2018-11-01,7882
11X,NHS SOMERSET CCG,2018-11-01,5241
12F,NHS WIRRAL CCG,2018-11-01,3841
13T,NHS NEWCASTLE GATESHEAD CCG,2018-11-01,10054
14L,NHS MANCHESTER CCG,2018-11-01,9571
14Y,NHS BUCKINGHAMSHIRE CCG,2018-11-01,1231
15A,NHS BERKSHIRE WEST CCG,2018-11-01,4131
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-11-01,11235
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-11-01,11587
15F,NHS LEEDS CCG,2018-11-01,8223
15M,NHS DERBY AND DERBYSHIRE CCG,2018-11-01,7832
15N,NHS DEVON CCG,2018-11-01,16680
16C,NHS TEES VALLEY CCG,2018-11-01,12836
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-11-01,6702
26A,NHS NORFOLK AND WAVENEY CCG,2018-11-01,17136
27D,NHS CHESHIRE CCG,2018-11-01,8215
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-11-01,5148
36L,NHS SOUTH WEST LONDON CCG,2018-11-01,12707
42D,NHS NORTH YORKSHIRE CCG,2018-11-01,4500
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-11-01,9159
70F,NHS WEST SUSSEX CCG,2018-11-01,7736
71E,NHS LINCOLNSHIRE CCG,2018-11-01,15540
72Q,NHS SOUTH EAST LONDON CCG,2018-11-01,12689
78H,NHS NORTHAMPTONSHIRE CCG,2018-11-01,6210
84H,NHS COUNTY DURHAM CCG,2018-11-01,10878
91Q,NHS KENT AND MEDWAY CCG,2018-11-01,21407
92A,NHS SURREY HEARTLANDS CCG,2018-11-01,8264
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-11-01,9260
93C,NHS NORTH CENTRAL LONDON CCG,2018-11-01,6777
97R,NHS EAST SUSSEX CCG,2018-11-01,5266
99A,NHS LIVERPOOL CCG,2018-11-01,9987
99C,NHS NORTH TYNESIDE CCG,2018-11-01,3659
99E,NHS BASILDON AND BRENTWOOD CCG,2018-11-01,2975
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-11-01,1933
99G,NHS SOUTHEND CCG,2018-11-01,2350
A3A8R,NHS NORTH EAST LONDON CCG,2018-11-01,18327
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-11-01,7064
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-11-01,14649
D4U1Y,NHS FRIMLEY CCG,2018-11-01,5010
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-11-01,15686
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-11-01,5477
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-11-01,4787
W2U3Z,NHS NORTH WEST LONDON CCG,2018-11-01,19516
X2C4Y,NHS KIRKLEES CCG,2018-11-01,6372
00L,NHS NORTHUMBERLAND CCG,2018-12-01,4402
00N,NHS SOUTH TYNESIDE CCG,2018-12-01,2526
00P,NHS SUNDERLAND CCG,2018-12-01,6179
00Q,NHS BLACKBURN WITH DARWEN CCG,2018-12-01,1934
00R,NHS BLACKPOOL CCG,2018-12-01,1793
00T,NHS BOLTON CCG,2018-12-01,4394
00V,NHS BURY CCG,2018-12-01,2425
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2018-12-01,1908
00Y,NHS OLDHAM CCG,2018-12-01,3509
01A,NHS EAST LANCASHIRE CCG,2018-12-01,4089
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2018-12-01,3160
01E,NHS GREATER PRESTON CCG,2018-12-01,2836
01F,NHS HALTON CCG,2018-12-01,2240
01G,NHS SALFORD CCG,2018-12-01,3943
01H,NHS NORTH CUMBRIA CCG,2018-12-01,3450
01J,NHS KNOWSLEY CCG,2018-12-01,3122
01K,NHS MORECAMBE BAY CCG,2018-12-01,3678
01T,NHS SOUTH SEFTON CCG,2018-12-01,2780
01V,NHS SOUTHPORT AND FORMBY CCG,2018-12-01,1903
01W,NHS STOCKPORT CCG,2018-12-01,3657
01X,NHS ST HELENS CCG,2018-12-01,4009
01Y,NHS TAMESIDE AND GLOSSOP CCG,2018-12-01,2759
02A,NHS TRAFFORD CCG,2018-12-01,4067
02E,NHS WARRINGTON CCG,2018-12-01,2781
02G,NHS WEST LANCASHIRE CCG,2018-12-01,1392
02H,NHS WIGAN BOROUGH CCG,2018-12-01,4726
02M,NHS FYLDE AND WYRE CCG,2018-12-01,2449
02P,NHS BARNSLEY CCG,2018-12-01,4610
02Q,NHS BASSETLAW CCG,2018-12-01,1788
02T,NHS CALDERDALE CCG,2018-12-01,2690
02X,NHS DONCASTER CCG,2018-12-01,3734
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2018-12-01,2904
03F,NHS HULL CCG,2018-12-01,3343
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2018-12-01,1772
03K,NHS NORTH LINCOLNSHIRE CCG,2018-12-01,2309
03L,NHS ROTHERHAM CCG,2018-12-01,2853
03N,NHS SHEFFIELD CCG,2018-12-01,7214
03Q,NHS VALE OF YORK CCG,2018-12-01,3535
03R,NHS WAKEFIELD CCG,2018-12-01,5019
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2018-12-01,2998
04C,NHS LEICESTER CITY CCG,2018-12-01,3098
04V,NHS WEST LEICESTERSHIRE CCG,2018-12-01,3776
04Y,NHS CANNOCK CHASE CCG,2018-12-01,1654
05D,NHS EAST STAFFORDSHIRE CCG,2018-12-01,1160
05G,NHS NORTH STAFFORDSHIRE CCG,2018-12-01,2100
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2018-12-01,3198
05V,NHS STAFFORD AND SURROUNDS CCG,2018-12-01,1573
05W,NHS STOKE ON TRENT CCG,2018-12-01,3023
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2018-12-01,7849
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2018-12-01,4379
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2018-12-01,4601
06N,NHS HERTS VALLEYS CCG,2018-12-01,3547
06Q,NHS MID ESSEX CCG,2018-12-01,5394
06T,NHS NORTH EAST ESSEX CCG,2018-12-01,6460
07G,NHS THURROCK CCG,2018-12-01,1555
07H,NHS WEST ESSEX CCG,2018-12-01,2705
07K,NHS WEST SUFFOLK CCG,2018-12-01,2992
09D,NHS BRIGHTON AND HOVE CCG,2018-12-01,3657
10Q,NHS OXFORDSHIRE CCG,2018-12-01,4520
10R,NHS PORTSMOUTH CCG,2018-12-01,2055
11J,NHS DORSET CCG,2018-12-01,5371
11M,NHS GLOUCESTERSHIRE CCG,2018-12-01,7576
11N,NHS KERNOW CCG,2018-12-01,8051
11X,NHS SOMERSET CCG,2018-12-01,5347
12F,NHS WIRRAL CCG,2018-12-01,3835
13T,NHS NEWCASTLE GATESHEAD CCG,2018-12-01,10107
14L,NHS MANCHESTER CCG,2018-12-01,9277
14Y,NHS BUCKINGHAMSHIRE CCG,2018-12-01,1237
15A,NHS BERKSHIRE WEST CCG,2018-12-01,4219
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2018-12-01,11187
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2018-12-01,11696
15F,NHS LEEDS CCG,2018-12-01,8447
15M,NHS DERBY AND DERBYSHIRE CCG,2018-12-01,7877
15N,NHS DEVON CCG,2018-12-01,16592
16C,NHS TEES VALLEY CCG,2018-12-01,13144
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2018-12-01,6715
26A,NHS NORFOLK AND WAVENEY CCG,2018-12-01,17275
27D,NHS CHESHIRE CCG,2018-12-01,8134
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2018-12-01,5260
36L,NHS SOUTH WEST LONDON CCG,2018-12-01,12175
42D,NHS NORTH YORKSHIRE CCG,2018-12-01,4539
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2018-12-01,9205
70F,NHS WEST SUSSEX CCG,2018-12-01,7929
71E,NHS LINCOLNSHIRE CCG,2018-12-01,15376
72Q,NHS SOUTH EAST LONDON CCG,2018-12-01,12577
78H,NHS NORTHAMPTONSHIRE CCG,2018-12-01,6228
84H,NHS COUNTY DURHAM CCG,2018-12-01,10932
91Q,NHS KENT AND MEDWAY CCG,2018-12-01,21798
92A,NHS SURREY HEARTLANDS CCG,2018-12-01,8425
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2018-12-01,9485
93C,NHS NORTH CENTRAL LONDON CCG,2018-12-01,6736
97R,NHS EAST SUSSEX CCG,2018-12-01,5240
99A,NHS LIVERPOOL CCG,2018-12-01,9737
99C,NHS NORTH TYNESIDE CCG,2018-12-01,3620
99E,NHS BASILDON AND BRENTWOOD CCG,2018-12-01,2846
99F,NHS CASTLE POINT AND ROCHFORD CCG,2018-12-01,2005
99G,NHS SOUTHEND CCG,2018-12-01,2519
A3A8R,NHS NORTH EAST LONDON CCG,2018-12-01,18075
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2018-12-01,7093
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2018-12-01,14313
D4U1Y,NHS FRIMLEY CCG,2018-12-01,5073
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2018-12-01,15628
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2018-12-01,5625
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2018-12-01,5091
W2U3Z,NHS NORTH WEST LONDON CCG,2018-12-01,19259
X2C4Y,NHS KIRKLEES CCG,2018-12-01,6246
00L,NHS NORTHUMBERLAND CCG,2019-01-01,4456
00N,NHS SOUTH TYNESIDE CCG,2019-01-01,2678
00P,NHS SUNDERLAND CCG,2019-01-01,6348
00Q,NHS BLACKBURN WITH DARWEN CCG,2019-01-01,2042
00R,NHS BLACKPOOL CCG,2019-01-01,1979
00T,NHS BOLTON CCG,2019-01-01,4682
00V,NHS BURY CCG,2019-01-01,2446
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2019-01-01,2088
00Y,NHS OLDHAM CCG,2019-01-01,3771
01A,NHS EAST LANCASHIRE CCG,2019-01-01,4176
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2019-01-01,3269
01E,NHS GREATER PRESTON CCG,2019-01-01,2865
01F,NHS HALTON CCG,2019-01-01,2382
01G,NHS SALFORD CCG,2019-01-01,4092
01H,NHS NORTH CUMBRIA CCG,2019-01-01,3564
01J,NHS KNOWSLEY CCG,2019-01-01,3317
01K,NHS MORECAMBE BAY CCG,2019-01-01,3727
01T,NHS SOUTH SEFTON CCG,2019-01-01,2807
01V,NHS SOUTHPORT AND FORMBY CCG,2019-01-01,1929
01W,NHS STOCKPORT CCG,2019-01-01,3762
01X,NHS ST HELENS CCG,2019-01-01,4132
01Y,NHS TAMESIDE AND GLOSSOP CCG,2019-01-01,2792
02A,NHS TRAFFORD CCG,2019-01-01,4282
02E,NHS WARRINGTON CCG,2019-01-01,2884
02G,NHS WEST LANCASHIRE CCG,2019-01-01,1564
02H,NHS WIGAN BOROUGH CCG,2019-01-01,4796
02M,NHS FYLDE AND WYRE CCG,2019-01-01,2426
02P,NHS BARNSLEY CCG,2019-01-01,4772
02Q,NHS BASSETLAW CCG,2019-01-01,1865
02T,NHS CALDERDALE CCG,2019-01-01,2970
02X,NHS DONCASTER CCG,2019-01-01,3864
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2019-01-01,2900
03F,NHS HULL CCG,2019-01-01,3422
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2019-01-01,1868
03K,NHS NORTH LINCOLNSHIRE CCG,2019-01-01,2465
03L,NHS ROTHERHAM CCG,2019-01-01,2899
03N,NHS SHEFFIELD CCG,2019-01-01,7437
03Q,NHS VALE OF YORK CCG,2019-01-01,3552
03R,NHS WAKEFIELD CCG,2019-01-01,5237
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2019-01-01,3236
04C,NHS LEICESTER CITY CCG,2019-01-01,3365
04V,NHS WEST LEICESTERSHIRE CCG,2019-01-01,3828
04Y,NHS CANNOCK CHASE CCG,2019-01-01,1797
05D,NHS EAST STAFFORDSHIRE CCG,2019-01-01,1234
05G,NHS NORTH STAFFORDSHIRE CCG,2019-01-01,2092
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2019-01-01,3289
05V,NHS STAFFORD AND SURROUNDS CCG,2019-01-01,1598
05W,NHS STOKE ON TRENT CCG,2019-01-01,3306
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2019-01-01,8304
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2019-01-01,4414
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2019-01-01,4646
06N,NHS HERTS VALLEYS CCG,2019-01-01,3675
06Q,NHS MID ESSEX CCG,2019-01-01,5339
06T,NHS NORTH EAST ESSEX CCG,2019-01-01,6671
07G,NHS THURROCK CCG,2019-01-01,1542
07H,NHS WEST ESSEX CCG,2019-01-01,2574
07K,NHS WEST SUFFOLK CCG,2019-01-01,3098
09D,NHS BRIGHTON AND HOVE CCG,2019-01-01,3686
10Q,NHS OXFORDSHIRE CCG,2019-01-01,4742
10R,NHS PORTSMOUTH CCG,2019-01-01,2184
11J,NHS DORSET CCG,2019-01-01,5575
11M,NHS GLOUCESTERSHIRE CCG,2019-01-01,7670
11N,NHS KERNOW CCG,2019-01-01,8105
11X,NHS SOMERSET CCG,2019-01-01,5452
12F,NHS WIRRAL CCG,2019-01-01,3997
13T,NHS NEWCASTLE GATESHEAD CCG,2019-01-01,10665
14L,NHS MANCHESTER CCG,2019-01-01,9908
14Y,NHS BUCKINGHAMSHIRE CCG,2019-01-01,1315
15A,NHS BERKSHIRE WEST CCG,2019-01-01,4244
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2019-01-01,11539
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2019-01-01,12232
15F,NHS LEEDS CCG,2019-01-01,8646
15M,NHS DERBY AND DERBYSHIRE CCG,2019-01-01,8174
15N,NHS DEVON CCG,2019-01-01,16982
16C,NHS TEES VALLEY CCG,2019-01-01,13512
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2019-01-01,6941
26A,NHS NORFOLK AND WAVENEY CCG,2019-01-01,17245
27D,NHS CHESHIRE CCG,2019-01-01,8349
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2019-01-01,5218
36L,NHS SOUTH WEST LONDON CCG,2019-01-01,12976
42D,NHS NORTH YORKSHIRE CCG,2019-01-01,4813
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2019-01-01,9383
70F,NHS WEST SUSSEX CCG,2019-01-01,8132
71E,NHS LINCOLNSHIRE CCG,2019-01-01,15982
72Q,NHS SOUTH EAST LONDON CCG,2019-01-01,13378
78H,NHS NORTHAMPTONSHIRE CCG,2019-01-01,6559
84H,NHS COUNTY DURHAM CCG,2019-01-01,11291
91Q,NHS KENT AND MEDWAY CCG,2019-01-01,21781
92A,NHS SURREY HEARTLANDS CCG,2019-01-01,8454
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2019-01-01,9709
93C,NHS NORTH CENTRAL LONDON CCG,2019-01-01,7254
97R,NHS EAST SUSSEX CCG,2019-01-01,5451
99A,NHS LIVERPOOL CCG,2019-01-01,10142
99C,NHS NORTH TYNESIDE CCG,2019-01-01,3695
99E,NHS BASILDON AND BRENTWOOD CCG,2019-01-01,3052
99F,NHS CASTLE POINT AND ROCHFORD CCG,2019-01-01,2070
99G,NHS SOUTHEND CCG,2019-01-01,2485
A3A8R,NHS NORTH EAST LONDON CCG,2019-01-01,19058
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2019-01-01,7383
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2019-01-01,15487
D4U1Y,NHS FRIMLEY CCG,2019-01-01,5180
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2019-01-01,15775
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2019-01-01,5832
M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",2019-01-01,4956
W2U3Z,NHS NORTH WEST LONDON CCG,2019-01-01,20384
X2C4Y,NHS KIRKLEES CCG,2019-01-01,6442
00L,NHS NORTHUMBERLAND CCG,2019-02-01,3995
00N,NHS SOUTH TYNESIDE CCG,2019-02-01,2110
00P,NHS SUNDERLAND CCG,2019-02-01,5240
00Q,NHS BLACKBURN WITH DARWEN CCG,2019-02-01,1699
00R,NHS BLACKPOOL CCG,2019-02-01,1616
00T,NHS BOLTON CCG,2019-02-01,4069
00V,NHS BURY CCG,2019-02-01,2224
00X,NHS CHORLEY AND SOUTH RIBBLE CCG,2019-02-01,1649
00Y,NHS OLDHAM CCG,2019-02-01,3068
01A,NHS EAST LANCASHIRE CCG,2019-02-01,3532
01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",2019-02-01,2886
01E,NHS GREATER PRESTON CCG,2019-02-01,2343
01F,NHS HALTON CCG,2019-02-01,2031
01G,NHS SALFORD CCG,2019-02-01,3734
01H,NHS NORTH CUMBRIA CCG,2019-02-01,3123
01J,NHS KNOWSLEY CCG,2019-02-01,2748
01K,NHS MORECAMBE BAY CCG,2019-02-01,3195
01T,NHS SOUTH SEFTON CCG,2019-02-01,2286
01V,NHS SOUTHPORT AND FORMBY CCG,2019-02-01,1670
01W,NHS STOCKPORT CCG,2019-02-01,3235
01X,NHS ST HELENS CCG,2019-02-01,3397
01Y,NHS TAMESIDE AND GLOSSOP CCG,2019-02-01,2373
02A,NHS TRAFFORD CCG,2019-02-01,3691
02E,NHS WARRINGTON CCG,2019-02-01,2625
02G,NHS WEST LANCASHIRE CCG,2019-02-01,1244
02H,NHS WIGAN BOROUGH CCG,2019-02-01,4214
02M,NHS FYLDE AND WYRE CCG,2019-02-01,2106
02P,NHS BARNSLEY CCG,2019-02-01,4209
02Q,NHS BASSETLAW CCG,2019-02-01,1654
02T,NHS CALDERDALE CCG,2019-02-01,2587
02X,NHS DONCASTER CCG,2019-02-01,3231
02Y,NHS EAST RIDING OF YORKSHIRE CCG,2019-02-01,2639
03F,NHS HULL CCG,2019-02-01,2904
03H,NHS NORTH EAST LINCOLNSHIRE CCG,2019-02-01,1609
03K,NHS NORTH LINCOLNSHIRE CCG,2019-02-01,2262
03L,NHS ROTHERHAM CCG,2019-02-01,2624
03N,NHS SHEFFIELD CCG,2019-02-01,6744
03Q,NHS VALE OF YORK CCG,2019-02-01,3150
03R,NHS WAKEFIELD CCG,2019-02-01,4506
03W,NHS EAST LEICESTERSHIRE AND RUTLAND CCG,2019-02-01,2766
04C,NHS LEICESTER CITY CCG,2019-02-01,3051
04V,NHS WEST LEICESTERSHIRE CCG,2019-02-01,3513
04Y,NHS CANNOCK CHASE CCG,2019-02-01,1440
05D,NHS EAST STAFFORDSHIRE CCG,2019-02-01,1057
05G,NHS NORTH STAFFORDSHIRE CCG,2019-02-01,1832
05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,2019-02-01,2637
05V,NHS STAFFORD AND SURROUNDS CCG,2019-02-01,1342
05W,NHS STOKE ON TRENT CCG,2019-02-01,2789
06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,2019-02-01,7533
06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,2019-02-01,4098
06L,NHS IPSWICH AND EAST SUFFOLK CCG,2019-02-01,4195
06N,NHS HERTS VALLEYS CCG,2019-02-01,3090
06Q,NHS MID ESSEX CCG,2019-02-01,4886
06T,NHS NORTH EAST ESSEX CCG,2019-02-01,5885
07G,NHS THURROCK CCG,2019-02-01,1353
07H,NHS WEST ESSEX CCG,2019-02-01,2453
07K,NHS WEST SUFFOLK CCG,2019-02-01,2893
09D,NHS BRIGHTON AND HOVE CCG,2019-02-01,3275
10Q,NHS OXFORDSHIRE CCG,2019-02-01,4104
10R,NHS PORTSMOUTH CCG,2019-02-01,1944
11J,NHS DORSET CCG,2019-02-01,5013
11M,NHS GLOUCESTERSHIRE CCG,2019-02-01,7005
11N,NHS KERNOW CCG,2019-02-01,7504
11X,NHS SOMERSET CCG,2019-02-01,4862
12F,NHS WIRRAL CCG,2019-02-01,3235
13T,NHS NEWCASTLE GATESHEAD CCG,2019-02-01,8770
14L,NHS MANCHESTER CCG,2019-02-01,8308
14Y,NHS BUCKINGHAMSHIRE CCG,2019-02-01,1179
15A,NHS BERKSHIRE WEST CCG,2019-02-01,3790
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG",2019-02-01,9574
15E,NHS BIRMINGHAM AND SOLIHULL CCG,2019-02-01,10458
15F,NHS LEEDS CCG,2019-02-01,7811
15M,NHS DERBY AND DERBYSHIRE CCG,2019-02-01,7318
15N,NHS DEVON CCG,2019-02-01,15358
16C,NHS TEES VALLEY CCG,2019-02-01,12207
18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE CCG,2019-02-01,5988
26A,NHS NORFOLK AND WAVENEY CCG,2019-02-01,15839
27D,NHS CHESHIRE CCG,2019-02-01,7190
36J,NHS BRADFORD DISTRICT AND CRAVEN CCG,2019-02-01,5029
36L,NHS SOUTH WEST LONDON CCG,2019-02-01,10440
42D,NHS NORTH YORKSHIRE CCG,2019-02-01,4260
52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE CCG,2019-02-01,8470
70F,NHS WEST SUSSEX CCG,2019-02-01,7127
71E,NHS LINCOLNSHIRE CCG,2019-02-01,14414
72Q,NHS SOUTH EAST LONDON CCG,2019-02-01,10971
78H,NHS NORTHAMPTONSHIRE CCG,2019-02-01,5867
84H,NHS COUNTY DURHAM CCG,2019-02-01,9980
91Q,NHS KENT AND MEDWAY CCG,2019-02-01,19375
92A,NHS SURREY HEARTLANDS CCG,2019-02-01,7328
92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE CCG",2019-02-01,8922
93C,NHS NORTH CENTRAL LONDON CCG,2019-02-01,5805
97R,NHS EAST SUSSEX CCG,2019-02-01,4628
99A,NHS LIVERPOOL CCG,2019-02-01,8469
99C,NHS NORTH TYNESIDE CCG,2019-02-01,3255
99E,NHS BASILDON AND BRENTWOOD CCG,2019-02-01,2719
99F,NHS CASTLE POINT AND ROCHFORD CCG,2019-02-01,1838
99G,NHS SOUTHEND CCG,2019-02-01,2244
A3A8R,NHS NORTH EAST LONDON CCG,2019-02-01,14866
B2M3M,NHS COVENTRY AND WARWICKSHIRE CCG,2019-02-01,6454
D2P2L,NHS BLACK COUNTRY AND WEST BIRMINGHAM CCG,2019-02-01,12886
D4U1Y,NHS FRIMLEY CCG,2019-02-01,4688
D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT CCG",2019-02-01,14212
M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES CCG",2019-02-01,5250
